16158, PISA S.GIUSTO
16181, PERUGIA S. EGIDIO
16230, PESCARA
16242, ROMA
16245, PRATICA DI MARE
16280, PONZA
16300, POTENZA
16310, CAPO PALINURO
16320, BRINDISI
16350, CROTONE
16360, S. MARIA DI LEUCA
16400, USTICA
16420, MESSINA
16453, GELA
16470, PANTELLERIA
16480, COZZO SPADARO
16490, LAMPEDUSA
16539, CAPO FRASCA
16550, CAPO BELLAVISTA
16597, LUQA
16627, ALEXANDROUPOLI (AIRPORT)
16648, LARISSA (AIRPORT)
16667, MYTILINI (AIRPORT)
16684, SKYROS (AIRPORT)
16716, ATHEN
16723, SAMOS (AIRPORT)
16743, KYTHIRA
16749, RHODOS
16754, KRETA
17022, ZONGULDAK
17050, EDIRNE
17060, ISTANBUL
17112, CANAKKALE
17116, BURSA
17124, ESKISEHIR
17129, ETIMESGUT
17150, BALIKESIR
17184, AKHISAR
17188, USAK
17240, ISPARTA
20107, BARENTSBURG
20744, NOVJA SEMLJA
22106, PADUN
22113, MURMANSK
22217, KANDALAKSA
22271, SOJNA
22408, KALEVALA
22522, KEM
22602, REBOLY
22802, SORTAVALA
22820, PETROZAVODSK
22892, VYBORG
26038, TALLINN
26063, ST.PETERSBURG
26215, KURESSAARE
26258, PSKOV
26406, LIEPAJA
26422, RIGA
26477, VELIKIE LUKI
26702, KALININGRAD
26730, VILNIUS
26832, LIDA
26863, MOGILEV
27612, MOSKVA
33008, BREST (HVITERUSSLAND)
33036, MOZYR
33041, GOMEL
33177, VOLODYMYR-VOLYNSKYI
33317, SHEPETIVKA
33345, KIEV
33393, LVIV (UKRAINA)
33526, IVANO-FRANKIVSK
33562, VINNYTSIA
33587, UMAN (UKRAINA)
33631, UZHHOROD
33658, CHERNIVTSI
33663, MOHYLIV-PODILSKYI
33777, VOZNESENSKIY (UKRAINA)
40184, JERUSALEM
60030, LAS PALMAS
99090, POLARFRONT <<LDWR>>'     <---- ship = LDWR  (99090 iflg. WMO-liste
